dataset,scene_id,frame_idx,predicted_confidence,predicted_std,actual_confidence,decision,is_audit_frame,source_json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,359,0.842788,0.201008,0.755647,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,360,0.840685,0.201093,0.738164,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,361,0.84742,0.200965,0.756964,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,362,0.848709,0.2011,0.759441,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,363,0.848092,0.201029,0.756904,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,364,0.845556,0.200956,0.759372,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,365,0.84624,0.200933,0.759433,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,366,0.847178,0.201013,0.756583,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,367,0.844496,0.200955,0.759548,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,368,0.845026,0.200928,0.756735,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,369,0.845028,0.200938,0.759355,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,370,0.845854,0.200926,0.759293,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,371,0.847928,0.200945,0.743169,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,372,0.848007,0.200949,0.763347,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,373,0.848216,0.200969,0.760921,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,374,0.84488,0.201086,0.763339,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,375,0.845867,0.200958,0.760863,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,376,0.84512,0.200948,0.763463,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,377,0.845643,0.200907,0.760941,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,378,0.846531,0.20092,0.749315,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,379,0.844824,0.200939,0.777601,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,380,0.846502,0.200927,0.760841,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,381,0.846526,0.200987,0.765145,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,382,0.846286,0.200957,0.762574,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,383,0.845813,0.200928,0.765047,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,384,0.846039,0.200955,0.76516,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,385,0.845562,0.200923,0.762685,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,386,0.845204,0.200934,0.765167,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,387,0.841352,0.201162,0.760436,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,388,0.842772,0.200921,0.767562,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,389,0.84311,0.200906,0.765159,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,390,0.844477,0.2009,0.765333,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,0,0.930478,0.200583,0.974506,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,1,0.92824,0.201042,0.974241,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,2,0.930653,0.200585,0.974469,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,3,0.930808,0.200572,0.974239,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,4,0.929501,0.200722,0.974493,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,5,0.929612,0.200732,0.974181,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,6,0.930064,0.200695,0.974508,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,7,0.930085,0.200698,0.974459,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,8,0.930136,0.20069,0.974178,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,9,0.926866,0.201236,0.951258,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,10,0.926973,0.20135,0.976843,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,11,0.930642,0.200605,0.977072,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,12,0.930441,0.200633,0.976841,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,13,0.929679,0.200778,0.977059,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,14,0.929697,0.200793,0.977056,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,15,0.929807,0.200776,0.976842,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,16,0.930065,0.200804,0.977065,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,17,0.930839,0.200673,0.976816,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,18,0.930045,0.200844,0.977068,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,19,0.929598,0.201066,0.950432,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,20,0.931872,0.200572,0.979329,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,21,0.932187,0.200578,0.979116,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,22,0.931274,0.20077,0.979325,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,23,0.931087,0.200842,0.979106,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,24,0.932989,0.200547,0.979329,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,25,0.931822,0.200708,0.979101,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,26,0.932777,0.200627,0.979326,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,27,0.931958,0.200694,0.964646,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,28,0.933072,0.200853,0.980656,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,29,0.933047,0.200856,0.980494,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,30,0.933782,0.200684,0.980674,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,31,0.933388,0.20084,0.980454,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,32,0.933963,0.200698,0.980657,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,33,0.934301,0.200635,0.980439,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,34,0.935318,0.200515,0.980625,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,35,0.932844,0.201076,0.980643,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,36,0.934575,0.200641,0.980422,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,37,0.934543,0.200603,0.953625,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,38,0.934196,0.200665,0.982716,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,39,0.934426,0.200632,0.982521,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,40,0.934071,0.200748,0.982715,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,41,0.934045,0.200934,0.982697,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,42,0.934559,0.200767,0.982539,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,43,0.934888,0.200692,0.982717,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,44,0.935277,0.200631,0.982518,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,45,0.935782,0.200549,0.982693,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,46,0.935913,0.20058,0.982675,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,47,0.935131,0.200693,0.970334,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,48,0.93611,0.200648,0.982776,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,49,0.936455,0.200596,0.982967,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,50,0.93637,0.200636,0.982969,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,51,0.937049,0.200568,0.982797,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,52,0.936389,0.200754,0.982995,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,53,0.935673,0.201215,0.982987,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,54,0.936421,0.200827,0.982813,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,55,0.937206,0.200598,0.982971,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,56,0.937702,0.200564,0.982983,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,57,0.938297,0.200556,0.963398,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,58,0.937617,0.200811,0.983505,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,59,0.937045,0.201107,0.983507,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,60,0.938369,0.200573,0.983336,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,61,0.938815,0.200535,0.983522,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,62,0.938687,0.200571,0.983354,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,63,0.938445,0.200644,0.983515,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,64,0.937681,0.200973,0.983519,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,65,0.938632,0.200597,0.983328,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,66,0.938997,0.200581,0.983511,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,67,0.939364,0.200581,0.969051,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,68,0.938952,0.200729,0.983052,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,69,0.939104,0.200685,0.983218,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,70,0.938494,0.201009,0.983045,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,71,0.939605,0.200603,0.983219,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,72,0.939673,0.200566,0.983219,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,73,0.940407,0.200453,0.983033,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,74,0.940041,0.200466,0.983204,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,75,0.939216,0.200677,0.983033,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,76,0.939757,0.200548,0.9832,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,77,0.940007,0.200531,0.976169,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,78,0.939252,0.200667,0.978474,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,79,0.940082,0.200446,0.985223,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,80,0.938943,0.200806,0.985354,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,81,0.939241,0.200763,0.985205,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,82,0.939589,0.200553,0.98535,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,83,0.939144,0.200744,0.985202,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,84,0.93958,0.200512,0.985347,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,85,0.939406,0.200562,0.985194,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,86,0.939466,0.20063,0.985341,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,87,0.939691,0.200515,0.981735,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,88,0.93969,0.200486,0.983809,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,89,0.939424,0.200631,0.983697,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,90,0.938773,0.201035,0.983848,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,91,0.939664,0.200573,0.983684,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,92,0.939604,0.200553,0.983848,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,93,0.93972,0.200469,0.983699,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,94,0.939848,0.200451,0.983871,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,95,0.939404,0.200541,0.983695,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,96,0.939353,0.200566,0.983888,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,97,0.939462,0.200477,0.98372,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,98,0.939353,0.200459,0.984392,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,99,0.939504,0.200511,0.98424,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,100,0.939568,0.200617,0.984402,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,101,0.93992,0.200696,0.984246,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,102,0.940547,0.200467,0.984421,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,103,0.940444,0.200652,0.984256,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,104,0.940539,0.200702,0.984266,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,105,0.940677,0.200811,0.984435,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,106,0.941073,0.200814,0.98428,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,107,0.941827,0.20046,0.981044,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,108,0.941458,0.200724,0.977637,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,109,0.941779,0.200541,0.984678,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,110,0.942223,0.200504,0.984518,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,111,0.942738,0.200527,0.984682,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,112,0.942893,0.200766,0.984522,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,113,0.943056,0.200871,0.98453,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,114,0.943489,0.200654,0.984697,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,115,0.943903,0.200511,0.984536,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,116,0.944457,0.20057,0.984695,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,117,0.945087,0.200551,0.977834,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,118,0.945131,0.200633,0.980953,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,119,0.945095,0.200689,0.984546,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,120,0.944942,0.20071,0.984374,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,121,0.945319,0.200635,0.984535,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,122,0.94526,0.200637,0.984532,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,123,0.945182,0.200612,0.984356,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,124,0.945058,0.201156,0.98455,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,125,0.945082,0.201091,0.984372,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,126,0.945541,0.200769,0.984541,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,127,0.945849,0.200546,0.9744,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,128,0.946074,0.200525,0.984967,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,129,0.946169,0.200493,0.984808,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,130,0.946351,0.200568,0.985433,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,131,0.946587,0.200534,0.984956,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,132,0.947034,0.200834,0.985117,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,133,0.947022,0.200546,0.985118,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,134,0.947212,0.200598,0.984955,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,135,0.947366,0.200945,0.98511,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,136,0.947739,0.200572,0.985111,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,137,0.948054,0.20064,0.984956,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,138,0.948114,0.201001,0.974049,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,139,0.948094,0.200576,0.984164,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,140,0.948348,0.200574,0.984003,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,141,0.948759,0.200629,0.984178,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,325cef682f064c55a255f2625c533b75,142,0.94883,0.200537,0.984,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
